polarity,review_id,sentence_id,text,op_category,op_target,op_OTE_offset,tokens
negative,1603698,1603698:6,"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.",FOOD#QUALITY,eggs benedict,"('12', '25')","['I', 'eggs', 'benedict', 'brunch', 'worst', 'entire', 'life', 'I', 'tried', 'removing', 'hollondaise', 'sauce', 'completely', 'failed']"
positive,1606837,1606837:0,This was a great surprise.,RESTAURANT#GENERAL,NULL,"('0', '0')","['This', 'great', 'surprise']"
positive,1606837,1606837:1,With the theater 2 blocks away we had a delicious meal in a beautiful room.,FOOD#QUALITY,meal,"('50', '54')","['With', 'theater', '2', 'blocks', 'away', 'delicious', 'meal', 'beautiful', 'room']"
positive,1606837,1606837:1,With the theater 2 blocks away we had a delicious meal in a beautiful room.,AMBIENCE#GENERAL,room,"('70', '74')","['With', 'theater', '2', 'blocks', 'away', 'delicious', 'meal', 'beautiful', 'room']"
positive,1606837,1606837:1,With the theater 2 blocks away we had a delicious meal in a beautiful room.,LOCATION#GENERAL,NULL,"('0', '0')","['With', 'theater', '2', 'blocks', 'away', 'delicious', 'meal', 'beautiful', 'room']"
positive,1606837,1606837:2,The service was attentive.,SERVICE#GENERAL,service,"('4', '11')","['The', 'service', 'attentive']"
positive,1606837,1606837:3,I look forward to eating here again,RESTAURANT#GENERAL,NULL,"('0', '0')","['I', 'look', 'forward', 'eating']"
positive,1609375,1609375:0,Planet Thai is great!,RESTAURANT#GENERAL,Planet Thai,"('0', '11')","['Planet', 'Thai', 'great']"
positive,1609375,1609375:1,"We love the food, drinks, and atmosphere!",FOOD#QUALITY,food,"('12', '16')","['We', 'love', 'food', 'drinks', 'atmosphere']"
positive,1609375,1609375:1,"We love the food, drinks, and atmosphere!",DRINKS#QUALITY,drinks,"('18', '24')","['We', 'love', 'food', 'drinks', 'atmosphere']"
positive,1609375,1609375:1,"We love the food, drinks, and atmosphere!",AMBIENCE#GENERAL,atmosphere,"('30', '40')","['We', 'love', 'food', 'drinks', 'atmosphere']"
negative,1609375,1609375:2,"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!",SERVICE#GENERAL,svc,"('4', '7')","['The', 'svc', 'bit', 'rude', 'times', 'esp', 'big', 'group', 'overall', 'restaurant', 'must']"
positive,1609375,1609375:2,"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!",RESTAURANT#GENERAL,restaurant,"('79', '89')","['The', 'svc', 'bit', 'rude', 'times', 'esp', 'big', 'group', 'overall', 'restaurant', 'must']"
positive,1609375,1609375:3,"Try the Pad Thai, it's fabulous and their prices are so cheap!",FOOD#QUALITY,Pad Thai,"('8', '16')","['Try', 'Pad', 'Thai', 'fabulous', 'prices', 'cheap']"
positive,1609375,1609375:3,"Try the Pad Thai, it's fabulous and their prices are so cheap!",RESTAURANT#PRICES,NULL,"('0', '0')","['Try', 'Pad', 'Thai', 'fabulous', 'prices', 'cheap']"
positive,1609375,1609375:4,"Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!",FOOD#STYLE_OPTIONS,portions,"('42', '50')","['Just', 'cheap', 'NOT', 'mean', 'portions', 'small', 'food', 'nasty', 'IT', 'IS', 'GREAT']"
positive,1609375,1609375:4,"Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!",FOOD#QUALITY,food,"('68', '72')","['Just', 'cheap', 'NOT', 'mean', 'portions', 'small', 'food', 'nasty', 'IT', 'IS', 'GREAT']"
positive,1609375,1609375:4,"Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!",RESTAURANT#PRICES,NULL,"('0', '0')","['Just', 'cheap', 'NOT', 'mean', 'portions', 'small', 'food', 'nasty', 'IT', 'IS', 'GREAT']"
negative,1611489,1611489:0,"They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.",SERVICE#GENERAL,NULL,"('0', '0')","['They', 'forgot', 'sandwich', 'include', 'plastic', 'forks', 'include', 'pita', 'hummus', 'platter']"
negative,1611489,1611489:1,"Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.",FOOD#STYLE_OPTIONS,sandwiches,"('10', '20')","['Also', 'sandwiches', 'nearing', '7', 'come', 'anything', 'like', 'chips', 'side']"
negative,1611489,1611489:1,"Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.",FOOD#PRICES,sandwiches,"('10', '20')","['Also', 'sandwiches', 'nearing', '7', 'come', 'anything', 'like', 'chips', 'side']"
negative,1611489,1611489:2,"Overall, not worth the money.",RESTAURANT#GENERAL,NULL,"('0', '0')","['Overall', 'worth', 'money']"
negative,1611489,1611489:2,"Overall, not worth the money.",RESTAURANT#PRICES,NULL,"('0', '0')","['Overall', 'worth', 'money']"
positive,1611489,1611489:3,"Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.",AMBIENCE#GENERAL,atmosphere,"('15', '25')","['Eating', 'atmosphere', 'saves', 'desk', 'disappointing', 'experience']"
negative,1611489,1611489:3,"Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.",RESTAURANT#GENERAL,NULL,"('0', '0')","['Eating', 'atmosphere', 'saves', 'desk', 'disappointing', 'experience']"
positive,1615322,1615322:1,Chennai Garden is my favorite Indian restaurant in the city.,RESTAURANT#GENERAL,Chennai Garden,"('0', '14')","['Chennai', 'Garden', 'favorite', 'Indian', 'restaurant', 'city']"
positive,1615322,1615322:2,They have authentic Indian at amazin prices.,FOOD#QUALITY,Indian,"('20', '26')","['They', 'authentic', 'Indian', 'amazin', 'prices']"
positive,1615322,1615322:2,They have authentic Indian at amazin prices.,FOOD#PRICES,Indian,"('20', '26')","['They', 'authentic', 'Indian', 'amazin', 'prices']"
negative,1615322,1615322:3,This restaurant is VEGETARIAN; there are NO MEAT dishes whatsoever.,FOOD#STYLE_OPTIONS,dishes,"('49', '55')","['This', 'restaurant', 'VEGETARIAN', 'NO', 'MEAT', 'dishes', 'whatsoever']"
negative,1615322,1615322:4,The seats are uncomfortable if you are sitting against the wall on wooden benches.,AMBIENCE#GENERAL,seats,"('4', '9')","['The', 'seats', 'uncomfortable', 'sitting', 'wall', 'wooden', 'benches']"
negative,1615322,1615322:5,It's a rather cramped and busy restaurant and it closes early.,RESTAURANT#MISCELLANEOUS,restaurant,"('31', '41')","['rather', 'cramped', 'busy', 'restaurant', 'closes', 'early']"
negative,1615322,1615322:5,It's a rather cramped and busy restaurant and it closes early.,AMBIENCE#GENERAL,restaurant,"('31', '41')","['rather', 'cramped', 'busy', 'restaurant', 'closes', 'early']"
positive,1623276,1623276:0,Patroon features a nice cigar bar and has great staff.,AMBIENCE#GENERAL,cigar bar,"('24', '33')","['Patroon', 'features', 'nice', 'cigar', 'bar', 'great', 'staff']"
positive,1623276,1623276:0,Patroon features a nice cigar bar and has great staff.,SERVICE#GENERAL,staff,"('48', '53')","['Patroon', 'features', 'nice', 'cigar', 'bar', 'great', 'staff']"
positive,1623276,1623276:1,The food is tasty and portion sizes are appropriate.,FOOD#QUALITY,food,"('4', '8')","['The', 'food', 'tasty', 'portion', 'sizes', 'appropriate']"
positive,1623276,1623276:1,The food is tasty and portion sizes are appropriate.,FOOD#STYLE_OPTIONS,portion sizes,"('22', '35')","['The', 'food', 'tasty', 'portion', 'sizes', 'appropriate']"
positive,1623276,1623276:2,This is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.,RESTAURANT#MISCELLANEOUS,restaurant,"('15', '25')","['This', 'nice', 'restaurant', 'looking', 'good', 'place', 'host', 'intimate', 'dinner', 'meeting', 'business', 'associates']"
negative,1623276,1623276:3,Not a great place for family or general dining.,RESTAURANT#MISCELLANEOUS,place,"('12', '17')","['Not', 'great', 'place', 'family', 'general', 'dining']"
positive,1626564,1626564:0,LLOOVVE THIS PLACE.,RESTAURANT#GENERAL,PLACE,"('13', '18')","['LLOOVVE', 'THIS', 'PLACE']"
positive,1626564,1626564:1,Food is excellent.,FOOD#QUALITY,Food,"('0', '4')","['Food', 'excellent']"
positive,1626564,1626564:2,Fish is so very fresh.,FOOD#QUALITY,Fish,"('0', '4')","['Fish', 'fresh']"
positive,1626564,1626564:3,Waitstaff are very friendly.,SERVICE#GENERAL,Waitstaff,"('0', '9')","['Waitstaff', 'friendly']"
positive,1626564,1626564:4,Love YUKA.,RESTAURANT#GENERAL,YUKA,"('5', '9')","['Love', 'YUKA']"
positive,1632445,1632445:0,Mermaid Inn is an overall good restaurant with really good seafood.,FOOD#QUALITY,seafood,"('59', '66')","['Mermaid', 'Inn', 'overall', 'good', 'restaurant', 'really', 'good', 'seafood']"
positive,1632445,1632445:0,Mermaid Inn is an overall good restaurant with really good seafood.,RESTAURANT#GENERAL,Mermaid Inn,"('0', '11')","['Mermaid', 'Inn', 'overall', 'good', 'restaurant', 'really', 'good', 'seafood']"
negative,1632445,1632445:1,The menu is limited but almost all of the dishes are excellent.,FOOD#STYLE_OPTIONS,menu,"('4', '8')","['The', 'menu', 'limited', 'almost', 'dishes', 'excellent']"
positive,1632445,1632445:1,The menu is limited but almost all of the dishes are excellent.,FOOD#QUALITY,dishes,"('42', '48')","['The', 'menu', 'limited', 'almost', 'dishes', 'excellent']"
positive,1632445,1632445:2,The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.,FOOD#QUALITY,lobster sandwich,"('4', '20')","['The', 'lobster', 'sandwich', 'good', 'spaghetti', 'Scallops', 'Shrimp', 'great']"
positive,1632445,1632445:2,The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.,FOOD#QUALITY,spaghetti with Scallops and Shrimp,"('37', '71')","['The', 'lobster', 'sandwich', 'good', 'spaghetti', 'Scallops', 'Shrimp', 'great']"
positive,1632445,1632445:3,The service is good and ambience is good for a date or group outing.,SERVICE#GENERAL,service,"('4', '11')","['The', 'service', 'good', 'ambience', 'good', 'date', 'group', 'outing']"
positive,1632445,1632445:3,The service is good and ambience is good for a date or group outing.,AMBIENCE#GENERAL,ambience,"('24', '32')","['The', 'service', 'good', 'ambience', 'good', 'date', 'group', 'outing']"
negative,1632445,1632445:4,The only fallback on this restaurant is the prices.,RESTAURANT#PRICES,restaurant,"('26', '36')","['The', 'fallback', 'restaurant', 'prices']"
positive,1632445,1632445:5,"Even though its good seafood, the prices are too high.",FOOD#QUALITY,seafood,"('21', '28')","['Even', 'though', 'good', 'seafood', 'prices', 'high']"
negative,1632445,1632445:5,"Even though its good seafood, the prices are too high.",FOOD#PRICES,seafood,"('21', '28')","['Even', 'though', 'good', 'seafood', 'prices', 'high']"
positive,1632445,1632445:6,The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,FOOD#QUALITY,lobster sandwich,"('4', '20')","['The', 'lobster', 'sandwich', '24', 'although', 'good', 'nearly', 'enough', 'warrant', 'price']"
negative,1632445,1632445:6,The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,FOOD#STYLE_OPTIONS,lobster sandwich,"('4', '20')","['The', 'lobster', 'sandwich', '24', 'although', 'good', 'nearly', 'enough', 'warrant', 'price']"
negative,1632445,1632445:6,The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,FOOD#PRICES,lobster sandwich,"('4', '20')","['The', 'lobster', 'sandwich', '24', 'although', 'good', 'nearly', 'enough', 'warrant', 'price']"
positive,1632929,1632929:2,We were very pleasantly surprised.,RESTAURANT#GENERAL,NULL,"('0', '0')","['We', 'pleasantly', 'surprised']"
positive,1632929,1632929:3,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",FOOD#QUALITY,food,"('4', '8')","['The', 'food', 'delicious', 'I', 'halibut', 'special', 'husband', 'steak', 'service']"
positive,1632929,1632929:3,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",FOOD#QUALITY,halibut special,"('32', '47')","['The', 'food', 'delicious', 'I', 'halibut', 'special', 'husband', 'steak', 'service']"
positive,1632929,1632929:3,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",FOOD#QUALITY,steak,"('64', '69')","['The', 'food', 'delicious', 'I', 'halibut', 'special', 'husband', 'steak', 'service']"
positive,1632929,1632929:3,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",SERVICE#GENERAL,service,"('80', '87')","['The', 'food', 'delicious', 'I', 'halibut', 'special', 'husband', 'steak', 'service']"
positive,1632929,1632929:4,"When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.",SERVICE#GENERAL,waiter,"('100', '106')","['When', 'dessert', 'came', 'candle', 'anyone', 'asked', 'one', 'waiter', 'must', 'seen', 'opening', 'birthday', 'card', 'gift', 'said', 'knew', 'special', 'occassion', 'sort']"
positive,1632929,1632929:5,Truly the mark of an attentive waiter.,SERVICE#GENERAL,waiter,"('31', '37')","['Truly', 'mark', 'attentive', 'waiter']"
positive,1632929,1632929:6,I highly recommend the restaurant based on our experience last night.,RESTAURANT#GENERAL,restaurant,"('23', '33')","['I', 'highly', 'recommend', 'restaurant', 'based', 'experience', 'last', 'night']"
negative,1642666,1642666:0,We ate at this Thai place following the reviews but very unhappy with the foods.,FOOD#QUALITY,foods,"('74', '79')","['We', 'ate', 'Thai', 'place', 'following', 'reviews', 'unhappy', 'foods']"
negative,1642666,1642666:1,We thought that this place is using too much of MSG cooking in the foods.,FOOD#QUALITY,foods,"('67', '72')","['We', 'thought', 'place', 'using', 'much', 'MSG', 'cooking', 'foods']"
negative,1642666,1642666:3,"They don't concern much of customer's health, just want to make money.",RESTAURANT#GENERAL,NULL,"('0', '0')","['They', 'concern', 'much', 'health', 'want', 'make', 'money']"
negative,1642666,1642666:4,please don't fool us.,RESTAURANT#GENERAL,NULL,"('0', '0')","['please', 'fool', 'us']"
positive,1649025,1649025:1,"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",FOOD#QUALITY,jelly fish,"('16', '26')","['I', 'recommend', 'jelly', 'fish', 'drunken', 'chicken', 'soupy', 'dumplings', 'certainly', 'stir', 'fry', 'blue', 'crab']"
positive,1649025,1649025:1,"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",FOOD#QUALITY,drunken chicken,"('28', '43')","['I', 'recommend', 'jelly', 'fish', 'drunken', 'chicken', 'soupy', 'dumplings', 'certainly', 'stir', 'fry', 'blue', 'crab']"
positive,1649025,1649025:1,"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",FOOD#QUALITY,soupy dumplings,"('52', '67')","['I', 'recommend', 'jelly', 'fish', 'drunken', 'chicken', 'soupy', 'dumplings', 'certainly', 'stir', 'fry', 'blue', 'crab']"
positive,1649025,1649025:1,"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",FOOD#QUALITY,stir fry blue crab,"('83', '101')","['I', 'recommend', 'jelly', 'fish', 'drunken', 'chicken', 'soupy', 'dumplings', 'certainly', 'stir', 'fry', 'blue', 'crab']"
positive,1649025,1649025:2,The food is so cheap and the waiters are nice.,FOOD#PRICES,food,"('4', '8')","['The', 'food', 'cheap', 'waiters', 'nice']"
positive,1649025,1649025:2,The food is so cheap and the waiters are nice.,SERVICE#GENERAL,waiters,"('29', '36')","['The', 'food', 'cheap', 'waiters', 'nice']"
neutral,1649025,1649025:3,"Of course, it is crowded but who cares.",RESTAURANT#MISCELLANEOUS,NULL,"('0', '0')","['Of', 'course', 'crowded', 'cares']"
positive,1649025,1649025:4,Authentic Shanghai style and I cannot recommend a better Shanghai place in New York.,RESTAURANT#MISCELLANEOUS,NULL,"('0', '0')","['Authentic', 'Shanghai', 'style', 'I', 'cannot', 'recommend', 'better', 'Shanghai', 'place', 'New', 'York']"
